"","sys_id","type","subtype","activity","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","Genome"
"2066","NZ_VOIC01000002.1_DS-6_6","DS-6","DS-6","Defense","NZ_VOIC01000002.1_209","NZ_VOIC01000002.1_210","NZ_VOIC01000002.1_209,NZ_VOIC01000002.1_210",2,"DS-6__DS-6A,DS-6__DS-6B","GCF_020428355.1"
"2067","NZ_VOIC01000002.1_Hachiman_8","Hachiman","Hachiman","Defense","NZ_VOIC01000002.1_344","NZ_VOIC01000002.1_345","NZ_VOIC01000002.1_344,NZ_VOIC01000002.1_345",2,"Hachiman__HamA_1,Hachiman__HamB","GCF_020428355.1"
"2068","NZ_VOIC01000002.1_AbiE_3","AbiE","AbiE","Defense","NZ_VOIC01000002.1_421","NZ_VOIC01000002.1_422","NZ_VOIC01000002.1_421,NZ_VOIC01000002.1_422",2,"AbiEii__AbiEi_3,AbiEii__AbiEii","GCF_020428355.1"
"2069","NZ_VOIC01000002.1_Gao_Tmn_7","Gao_Tmn","Gao_Tmn","Defense","NZ_VOIC01000002.1_1545","NZ_VOIC01000002.1_1545","NZ_VOIC01000002.1_1545",1,"Gao_Tmn__TmnA","GCF_020428355.1"
"2070","NZ_VOIC01000002.1_BREX_I_5","BREX","BREX_I","Defense","NZ_VOIC01000002.1_1715","NZ_VOIC01000002.1_1720","NZ_VOIC01000002.1_1715,NZ_VOIC01000002.1_1716,NZ_VOIC01000002.1_1717,NZ_VOIC01000002.1_1718,NZ_VOIC01000002.1_1719,NZ_VOIC01000002.1_1720",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA","GCF_020428355.1"
"2071","NZ_VOIC01000002.1_VP1851_12","VP1851","VP1851","Defense","NZ_VOIC01000002.1_1721","NZ_VOIC01000002.1_1721","NZ_VOIC01000002.1_1721",1,"VP1851__VP1851","GCF_020428355.1"
"2072","NZ_VOIC01000002.1_PD-T4-5_11","PD-T4-5","PD-T4-5","Defense","NZ_VOIC01000002.1_1856","NZ_VOIC01000002.1_1856","NZ_VOIC01000002.1_1856",1,"PD-T4-5__PD-T4-5","GCF_020428355.1"
"2073","NZ_VOIC01000002.1_RM_Type_II_13","RM","RM_Type_II","Defense","NZ_VOIC01000002.1_1927","NZ_VOIC01000002.1_1928","NZ_VOIC01000002.1_1927,NZ_VOIC01000002.1_1928",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_020428355.1"
"2074","NZ_VOIC01000002.1_Lamassu-Lipase_10","Lamassu-Fam","Lamassu-Lipase","Defense","NZ_VOIC01000002.1_1938","NZ_VOIC01000002.1_1940","NZ_VOIC01000002.1_1938,NZ_VOIC01000002.1_1939,NZ_VOIC01000002.1_1940",3,"Lamassu-Fam__LmuA_effector_Lipase,Lamassu-Fam__LmuB_SMC_Lipase,Lamassu-Fam__LmuC_acc_Lipase","GCF_020428355.1"
"2075","NZ_CP063697.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_CP063697.1_80","NZ_CP063697.1_81","NZ_CP063697.1_80,NZ_CP063697.1_81",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_020544325.1"
"2076","NZ_CP063697.1_Dnd_ABCDEFGH_2","Dnd","Dnd_ABCDEFGH","Defense","NZ_CP063697.1_357","NZ_CP063697.1_366","NZ_CP063697.1_357,NZ_CP063697.1_358,NZ_CP063697.1_359,NZ_CP063697.1_363,NZ_CP063697.1_364,NZ_CP063697.1_365,NZ_CP063697.1_366",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_020544325.1"
"2077","NZ_CP063697.1_RM_Type_III_7","RM","RM_Type_III","Defense","NZ_CP063697.1_787","NZ_CP063697.1_788","NZ_CP063697.1_787,NZ_CP063697.1_788",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_020544325.1"
"2078","NZ_CP063697.1_Prometheus_4","Prometheus","Prometheus","Defense","NZ_CP063697.1_2126","NZ_CP063697.1_2126","NZ_CP063697.1_2126",1,"Prometheus__ProA","GCF_020544325.1"
"2079","NZ_CP063697.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_CP063697.1_2127","NZ_CP063697.1_2127","NZ_CP063697.1_2127",1,"RM_Type_IV__Type_IV_03","GCF_020544325.1"
"2080","NZ_CP063697.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_CP063697.1_2573","NZ_CP063697.1_2582","NZ_CP063697.1_2573,NZ_CP063697.1_2574,NZ_CP063697.1_2575,NZ_CP063697.1_2576,NZ_CP063697.1_2577,NZ_CP063697.1_2580,NZ_CP063697.1_2581,NZ_CP063697.1_2582",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_020544325.1"
"2081","NZ_CP063697.1_Mok_Hok_Sok_3","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_CP063697.1_2830","NZ_CP063697.1_2830","NZ_CP063697.1_2830",1,"Mok_Hok_Sok__Hok","GCF_020544325.1"
"2082","NZ_CP063697.1_RM_Type_II_5","RM","RM_Type_II","Defense","NZ_CP063697.1_2922","NZ_CP063697.1_2923","NZ_CP063697.1_2922,NZ_CP063697.1_2923",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_020544325.1"
"2083","NZ_CP063697.1_RM_Type_II_6","RM","RM_Type_II","Defense","NZ_CP063697.1_3383","NZ_CP063697.1_3384","NZ_CP063697.1_3383,NZ_CP063697.1_3384",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_020544325.1"
"2084","NZ_CP063688.1_RM_Type_II_5","RM","RM_Type_II","Defense","NZ_CP063688.1_136","NZ_CP063688.1_137","NZ_CP063688.1_136,NZ_CP063688.1_137",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_020546585.1"
"2085","NZ_CP063688.1_RM_Type_II_6","RM","RM_Type_II","Defense","NZ_CP063688.1_595","NZ_CP063688.1_596","NZ_CP063688.1_595,NZ_CP063688.1_596",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_020546585.1"
"2086","NZ_CP063688.1_Mok_Hok_Sok_3","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_CP063688.1_688","NZ_CP063688.1_688","NZ_CP063688.1_688",1,"Mok_Hok_Sok__Hok","GCF_020546585.1"
"2087","NZ_CP063688.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_CP063688.1_935","NZ_CP063688.1_942","NZ_CP063688.1_935,NZ_CP063688.1_936,NZ_CP063688.1_937,NZ_CP063688.1_938,NZ_CP063688.1_939,NZ_CP063688.1_940,NZ_CP063688.1_941,NZ_CP063688.1_942",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_020546585.1"
"2088","NZ_CP063688.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_CP063688.1_1388","NZ_CP063688.1_1388","NZ_CP063688.1_1388",1,"RM_Type_IV__Type_IV_03","GCF_020546585.1"
"2089","NZ_CP063688.1_Prometheus_4","Prometheus","Prometheus","Defense","NZ_CP063688.1_1389","NZ_CP063688.1_1389","NZ_CP063688.1_1389",1,"Prometheus__ProA","GCF_020546585.1"
"2090","NZ_CP063688.1_RM_Type_III_7","RM","RM_Type_III","Defense","NZ_CP063688.1_2718","NZ_CP063688.1_2719","NZ_CP063688.1_2718,NZ_CP063688.1_2719",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_020546585.1"
"2091","NZ_CP063688.1_Dnd_ABCDEFGH_2","Dnd","Dnd_ABCDEFGH","Defense","NZ_CP063688.1_3141","NZ_CP063688.1_3150","NZ_CP063688.1_3141,NZ_CP063688.1_3142,NZ_CP063688.1_3143,NZ_CP063688.1_3144,NZ_CP063688.1_3148,NZ_CP063688.1_3149,NZ_CP063688.1_3150",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_020546585.1"
"2092","NZ_CP063688.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_CP063688.1_3425","NZ_CP063688.1_3426","NZ_CP063688.1_3425,NZ_CP063688.1_3426",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_020546585.1"
"2093","NZ_CP063691.1_RM_Type_II_5","RM","RM_Type_II","Defense","NZ_CP063691.1_136","NZ_CP063691.1_137","NZ_CP063691.1_136,NZ_CP063691.1_137",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_020546605.1"
"2094","NZ_CP063691.1_RM_Type_II_6","RM","RM_Type_II","Defense","NZ_CP063691.1_596","NZ_CP063691.1_597","NZ_CP063691.1_596,NZ_CP063691.1_597",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_020546605.1"
"2095","NZ_CP063691.1_Mok_Hok_Sok_3","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_CP063691.1_692","NZ_CP063691.1_692","NZ_CP063691.1_692",1,"Mok_Hok_Sok__Hok","GCF_020546605.1"
"2096","NZ_CP063691.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_CP063691.1_943","NZ_CP063691.1_950","NZ_CP063691.1_943,NZ_CP063691.1_944,NZ_CP063691.1_945,NZ_CP063691.1_946,NZ_CP063691.1_947,NZ_CP063691.1_948,NZ_CP063691.1_949,NZ_CP063691.1_950",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_020546605.1"
"2097","NZ_CP063691.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_CP063691.1_1397","NZ_CP063691.1_1397","NZ_CP063691.1_1397",1,"RM_Type_IV__Type_IV_03","GCF_020546605.1"
"2098","NZ_CP063691.1_Prometheus_4","Prometheus","Prometheus","Defense","NZ_CP063691.1_1398","NZ_CP063691.1_1398","NZ_CP063691.1_1398",1,"Prometheus__ProA","GCF_020546605.1"
"2099","NZ_CP063691.1_RM_Type_III_7","RM","RM_Type_III","Defense","NZ_CP063691.1_2729","NZ_CP063691.1_2730","NZ_CP063691.1_2729,NZ_CP063691.1_2730",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_020546605.1"
"2100","NZ_CP063691.1_Dnd_ABCDEFGH_2","Dnd","Dnd_ABCDEFGH","Defense","NZ_CP063691.1_3151","NZ_CP063691.1_3160","NZ_CP063691.1_3151,NZ_CP063691.1_3152,NZ_CP063691.1_3153,NZ_CP063691.1_3154,NZ_CP063691.1_3158,NZ_CP063691.1_3159,NZ_CP063691.1_3160",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_020546605.1"
"2101","NZ_CP063691.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_CP063691.1_3435","NZ_CP063691.1_3436","NZ_CP063691.1_3435,NZ_CP063691.1_3436",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_020546605.1"
"2102","NZ_CP085627.1_Septu_9","Septu","Septu","Defense","NZ_CP085627.1_32","NZ_CP085627.1_33","NZ_CP085627.1_32,NZ_CP085627.1_33",2,"Retron_I_A__HNH_TIGR02646,Septu__PtuA","GCF_020683125.1"
"2103","NZ_CP085627.1_Gabija_6","Gabija","Gabija","Defense","NZ_CP085627.1_2300","NZ_CP085627.1_2301","NZ_CP085627.1_2300,NZ_CP085627.1_2301",2,"Gabija__GajA,Gabija__GajB_2","GCF_020683125.1"
"2104","NZ_CP085627.1_Detocs_2","Detocs","Detocs","Defense","NZ_CP085627.1_2302","NZ_CP085627.1_2304","NZ_CP085627.1_2302,NZ_CP085627.1_2303,NZ_CP085627.1_2304",3,"Detocs__dtcA,Detocs__dtcB,Detocs__dtcC","GCF_020683125.1"
"2105","NZ_CP085627.1_PD-T7-2_8","PD-T7-2","PD-T7-2","Defense","NZ_CP085627.1_2837","NZ_CP085627.1_2838","NZ_CP085627.1_2837,NZ_CP085627.1_2838",2,"PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B","GCF_020683125.1"
"2106","NZ_CP085627.1_Shango_11","Shango","Shango","Defense","NZ_CP085627.1_2840","NZ_CP085627.1_2842","NZ_CP085627.1_2840,NZ_CP085627.1_2841,NZ_CP085627.1_2842",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_020683125.1"
"2107","NZ_CP085627.1_Septu_10","Septu","Septu","Defense","NZ_CP085627.1_2843","NZ_CP085627.1_2844","NZ_CP085627.1_2843,NZ_CP085627.1_2844",2,"Septu__PtuA_2,Septu__PtuB_2","GCF_020683125.1"
"2108","NZ_CP085627.1_Lamassu-Mrr_7","Lamassu-Fam","Lamassu-Mrr","Defense","NZ_CP085627.1_2846","NZ_CP085627.1_2848","NZ_CP085627.1_2846,NZ_CP085627.1_2847,NZ_CP085627.1_2848",3,"Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuB_SMC_Mrr,Lamassu-Fam__LmuC_acc_Mrr","GCF_020683125.1"
"2109","NZ_CP085627.1_AbiU_1","AbiU","AbiU","Defense","NZ_CP085627.1_4060","NZ_CP085627.1_4060","NZ_CP085627.1_4060",1,"AbiU__AbiU","GCF_020683125.1"
"2110","NZ_CP085628.1_PfiAT_12","PfiAT","PfiAT","Defense","NZ_CP085628.1_102","NZ_CP085628.1_103","NZ_CP085628.1_102,NZ_CP085628.1_103",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_020683125.1"
"2111","NZ_CP063694.1_RM_Type_III_7","RM","RM_Type_III","Defense","NZ_CP063694.1_12","NZ_CP063694.1_13","NZ_CP063694.1_12,NZ_CP063694.1_13",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_020882215.1"
"2112","NZ_CP063694.1_Prometheus_4","Prometheus","Prometheus","Defense","NZ_CP063694.1_1346","NZ_CP063694.1_1346","NZ_CP063694.1_1346",1,"Prometheus__ProA","GCF_020882215.1"
"2113","NZ_CP063694.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_CP063694.1_1347","NZ_CP063694.1_1347","NZ_CP063694.1_1347",1,"RM_Type_IV__Type_IV_03","GCF_020882215.1"
"2114","NZ_CP063694.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_CP063694.1_1792","NZ_CP063694.1_1799","NZ_CP063694.1_1792,NZ_CP063694.1_1793,NZ_CP063694.1_1794,NZ_CP063694.1_1795,NZ_CP063694.1_1796,NZ_CP063694.1_1797,NZ_CP063694.1_1798,NZ_CP063694.1_1799",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_020882215.1"
"2115","NZ_CP063694.1_Mok_Hok_Sok_3","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_CP063694.1_2049","NZ_CP063694.1_2049","NZ_CP063694.1_2049",1,"Mok_Hok_Sok__Hok","GCF_020882215.1"
"2116","NZ_CP063694.1_RM_Type_II_5","RM","RM_Type_II","Defense","NZ_CP063694.1_2141","NZ_CP063694.1_2142","NZ_CP063694.1_2141,NZ_CP063694.1_2142",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_020882215.1"
"2117","NZ_CP063694.1_RM_Type_II_6","RM","RM_Type_II","Defense","NZ_CP063694.1_2602","NZ_CP063694.1_2603","NZ_CP063694.1_2602,NZ_CP063694.1_2603",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_020882215.1"
"2118","NZ_CP063694.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_CP063694.1_2781","NZ_CP063694.1_2782","NZ_CP063694.1_2781,NZ_CP063694.1_2782",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_020882215.1"
"2119","NZ_CP063694.1_Dnd_ABCDEFGH_2","Dnd","Dnd_ABCDEFGH","Defense","NZ_CP063694.1_3059","NZ_CP063694.1_3070","NZ_CP063694.1_3059,NZ_CP063694.1_3060,NZ_CP063694.1_3063,NZ_CP063694.1_3067,NZ_CP063694.1_3068,NZ_CP063694.1_3069,NZ_CP063694.1_3070",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_020882215.1"
"2120","NZ_CP089932.1_RM_Type_II_2","RM","RM_Type_II","Defense","NZ_CP089932.1_147","NZ_CP089932.1_148","NZ_CP089932.1_147,NZ_CP089932.1_148",2,"RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase30","GCF_021365465.1"
"2121","NZ_CP089932.1_RM_Type_II_3","RM","RM_Type_II","Defense","NZ_CP089932.1_879","NZ_CP089932.1_880","NZ_CP089932.1_879,NZ_CP089932.1_880",2,"RM_Type_II__Type_II_MTases_FAM_6,RM_Type_II__Type_II_REase06","GCF_021365465.1"
"2122","NZ_CP089932.1_RM_Type_III_5","RM","RM_Type_III","Defense","NZ_CP089932.1_2198","NZ_CP089932.1_2201","NZ_CP089932.1_2198,NZ_CP089932.1_2201",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed","GCF_021365465.1"
"2123","NZ_CP089932.1_Gao_Tmn_1","Gao_Tmn","Gao_Tmn","Defense","NZ_CP089932.1_4681","NZ_CP089932.1_4681","NZ_CP089932.1_4681",1,"Gao_Tmn__TmnA","GCF_021365465.1"
"2124","NZ_CP089932.1_RM_Type_II_4","RM","RM_Type_II","Defense","NZ_CP089932.1_4693","NZ_CP089932.1_4694","NZ_CP089932.1_4693,NZ_CP089932.1_4694",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase01","GCF_021365465.1"
"2125","NZ_CP089934.1_RM_Type_II_2","RM","RM_Type_II","Defense","NZ_CP089934.1_68","NZ_CP089934.1_69","NZ_CP089934.1_68,NZ_CP089934.1_69",2,"RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase30","GCF_021365485.1"
"2126","NZ_CP089934.1_Gao_Tmn_1","Gao_Tmn","Gao_Tmn","Defense","NZ_CP089934.1_1056","NZ_CP089934.1_1056","NZ_CP089934.1_1056",1,"Gao_Tmn__TmnA","GCF_021365485.1"
"2127","NZ_CP089934.1_RM_Type_III_4","RM","RM_Type_III","Defense","NZ_CP089934.1_2984","NZ_CP089934.1_2985","NZ_CP089934.1_2984,NZ_CP089934.1_2985",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed","GCF_021365485.1"
"2128","NZ_CP089934.1_RM_Type_III_5","RM","RM_Type_III","Defense","NZ_CP089934.1_4354","NZ_CP089934.1_4355","NZ_CP089934.1_4354,NZ_CP089934.1_4355",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_021365485.1"
"2129","NZ_CP089934.1_RM_Type_II_3","RM","RM_Type_II","Defense","NZ_CP089934.1_5138","NZ_CP089934.1_5139","NZ_CP089934.1_5138,NZ_CP089934.1_5139",2,"RM_Type_II__Type_II_MTases_FAM_21,RM_Type_II__Type_II_REase12","GCF_021365485.1"
"2130","NZ_CP089940.1_RM_Type_II_2","RM","RM_Type_II","Defense","NZ_CP089940.1_151","NZ_CP089940.1_152","NZ_CP089940.1_151,NZ_CP089940.1_152",2,"RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase30","GCF_021365505.1"
"2131","NZ_CP089940.1_RM_Type_II_3","RM","RM_Type_II","Defense","NZ_CP089940.1_1177","NZ_CP089940.1_1178","NZ_CP089940.1_1177,NZ_CP089940.1_1178",2,"RM_Type_II__Type_II_MTases_FAM_6,RM_Type_II__Type_II_REase06","GCF_021365505.1"
"2132","NZ_CP089940.1_RM_Type_III_5","RM","RM_Type_III","Defense","NZ_CP089940.1_2596","NZ_CP089940.1_2601","NZ_CP089940.1_2596,NZ_CP089940.1_2601",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed","GCF_021365505.1"
"2133","NZ_CP089940.1_Gao_Tmn_1","Gao_Tmn","Gao_Tmn","Defense","NZ_CP089940.1_5043","NZ_CP089940.1_5043","NZ_CP089940.1_5043",1,"Gao_Tmn__TmnA","GCF_021365505.1"
"2134","NZ_CP089940.1_RM_Type_II_4","RM","RM_Type_II","Defense","NZ_CP089940.1_5055","NZ_CP089940.1_5056","NZ_CP089940.1_5055,NZ_CP089940.1_5056",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase01","GCF_021365505.1"
"2135","NZ_CP089942.1_RM_Type_II_2","RM","RM_Type_II","Defense","NZ_CP089942.1_66","NZ_CP089942.1_67","NZ_CP089942.1_66,NZ_CP089942.1_67",2,"RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase30","GCF_021365535.1"
"2136","NZ_CP089942.1_Gao_Tmn_1","Gao_Tmn","Gao_Tmn","Defense","NZ_CP089942.1_1068","NZ_CP089942.1_1068","NZ_CP089942.1_1068",1,"Gao_Tmn__TmnA","GCF_021365535.1"
"2137","NZ_CP089942.1_RM_Type_III_4","RM","RM_Type_III","Defense","NZ_CP089942.1_3072","NZ_CP089942.1_3073","NZ_CP089942.1_3072,NZ_CP089942.1_3073",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed","GCF_021365535.1"
"2138","NZ_CP089942.1_RM_Type_II_3","RM","RM_Type_II","Defense","NZ_CP089942.1_5258","NZ_CP089942.1_5259","NZ_CP089942.1_5258,NZ_CP089942.1_5259",2,"RM_Type_II__Type_II_MTases_FAM_21,RM_Type_II__Type_II_REase12","GCF_021365535.1"
"2139","NZ_CP071409.1_RM_Type_IV_16","RM","RM_Type_IV","Defense","NZ_CP071409.1_545","NZ_CP071409.1_546","NZ_CP071409.1_545,NZ_CP071409.1_546",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_022647505.1"
"2140","NZ_CP071409.1_Zorya_TypeI_13","Zorya","Zorya_TypeI","Defense","NZ_CP071409.1_547","NZ_CP071409.1_550","NZ_CP071409.1_547,NZ_CP071409.1_548,NZ_CP071409.1_549,NZ_CP071409.1_550",4,"Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB","GCF_022647505.1"
"2141","NZ_CP071409.1_RM_Type_I_15","RM","RM_Type_I","Defense","NZ_CP071409.1_551","NZ_CP071409.1_553","NZ_CP071409.1_551,NZ_CP071409.1_552,NZ_CP071409.1_553",3,"RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52","GCF_022647505.1"
"2142","NZ_CP071409.1_PD-T7-2_9","PD-T7-2","PD-T7-2","Defense","NZ_CP071409.1_944","NZ_CP071409.1_945","NZ_CP071409.1_944,NZ_CP071409.1_945",2,"PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B","GCF_022647505.1"
"2143","NZ_CP071409.1_RloC_12","RloC","RloC","Defense","NZ_CP071409.1_1026","NZ_CP071409.1_1026","NZ_CP071409.1_1026",1,"RloC__RloC","GCF_022647505.1"
"2144","NZ_CP071409.1_DS-12B_1","DS-12B","DS-12B","Defense","NZ_CP071409.1_1030","NZ_CP071409.1_1030","NZ_CP071409.1_1030",1,"DS-12__DS-12B","GCF_022647505.1"
"2145","NZ_CP071409.1_DS-23_2","DS-23","DS-23","Defense","NZ_CP071409.1_1031","NZ_CP071409.1_1031","NZ_CP071409.1_1031",1,"DS-23__DS-23","GCF_022647505.1"
"2146","NZ_CP071409.1_RM_Type_IV_17","RM","RM_Type_IV","Defense","NZ_CP071409.1_1228","NZ_CP071409.1_1228","NZ_CP071409.1_1228",1,"RM_Type_IV__FAM_0","GCF_022647505.1"
"2147","NZ_CP071409.1_GAPS4_4","GAPS4","GAPS4","Defense","NZ_CP071409.1_1407","NZ_CP071409.1_1411","NZ_CP071409.1_1407,NZ_CP071409.1_1411",2,"GAPS4__GAPS4a,GAPS4__GAPS4b","GCF_022647505.1"
"2148","NZ_CP071409.1_HEC-05_6","HEC-05","HEC-05","Defense","NZ_CP071409.1_1413","NZ_CP071409.1_1413","NZ_CP071409.1_1413",1,"HEC-05__HEC-05","GCF_022647505.1"
"2149","NZ_CP071409.1_Druantia_II_3","Druantia","Druantia_II","Defense","NZ_CP071409.1_1417","NZ_CP071409.1_1420","NZ_CP071409.1_1417,NZ_CP071409.1_1418,NZ_CP071409.1_1419,NZ_CP071409.1_1420",4,"Druantia_II__DruF,Druantia_II__DruG,Druantia_II__DruM,Druantia__DruE_2","GCF_022647505.1"
"2150","NZ_CP071409.1_PD-T7-2_10","PD-T7-2","PD-T7-2","Defense","NZ_CP071409.1_2722","NZ_CP071409.1_2723","NZ_CP071409.1_2722,NZ_CP071409.1_2723",2,"PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B","GCF_022647505.1"
"2151","NZ_CP071409.1_PfiAT_11","PfiAT","PfiAT","Defense","NZ_CP071409.1_2839","NZ_CP071409.1_2840","NZ_CP071409.1_2839,NZ_CP071409.1_2840",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_022647505.1"
"2152","NZ_CP071409.1_CAS_Class1-Subtype-I-F_18","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_CP071409.1_2841","NZ_CP071409.1_2846","NZ_CP071409.1_2841,NZ_CP071409.1_2842,NZ_CP071409.1_2843,NZ_CP071409.1_2844,NZ_CP071409.1_2845,NZ_CP071409.1_2846",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_2,cas7f_I-F_2,cas8f_I-F_4","GCF_022647505.1"
"2153","NZ_CP071409.1_Hachiman_7","Hachiman","Hachiman","Defense","NZ_CP071409.1_3251","NZ_CP071409.1_3252","NZ_CP071409.1_3251,NZ_CP071409.1_3252",2,"Hachiman__HamA_1,Hachiman__HamB","GCF_022647505.1"
"2154","NZ_CP071409.1_Gabija_5","Gabija","Gabija","Defense","NZ_CP071409.1_3253","NZ_CP071409.1_3254","NZ_CP071409.1_3253,NZ_CP071409.1_3254",2,"Gabija__GajA,Gabija__GajB_2","GCF_022647505.1"
