"","sys_id","type","subtype","activity","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","Genome","Genome2"
"165","GCF_012367075.1_ASM1236707v1_genomic_plasmid_proteins_Mok_Hok_Sok_2","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEUV010000122.1_19","NZ_JAAEUV010000122.1_19","NZ_JAAEUV010000122.1_19",1,"Mok_Hok_Sok__Hok","GCF_012367075.1","GCF_012367075.1"
"166","GCF_012367085.1_ASM1236708v1_genomic_plasmid_proteins_Mok_Hok_Sok_2","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEUY010000015.1_12","NZ_JAAEUY010000015.1_12","NZ_JAAEUY010000015.1_12",1,"Mok_Hok_Sok__Hok","GCF_012367085.1","GCF_012367085.1"
"167","GCF_012367085.1_ASM1236708v1_genomic_plasmid_proteins_HEC-06_1","HEC-06","HEC-06","Defense","NZ_JAAEUY010000006.1_107","NZ_JAAEUY010000006.1_107","NZ_JAAEUY010000006.1_107",1,"HEC-06__HEC-06","GCF_012367085.1","GCF_012367085.1"
"168","GCF_012367085.1_ASM1236708v1_genomic_plasmid_proteins_Pycsar_TM_4","Pycsar","Pycsar_TM","Defense","NZ_JAAEUY010000006.1_109","NZ_JAAEUY010000006.1_110","NZ_JAAEUY010000006.1_109,NZ_JAAEUY010000006.1_110",2,"CBASS__2TM_5,Pycsar__AG_cyclase","GCF_012367085.1","GCF_012367085.1"
"169","GCF_012367095.1_ASM1236709v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEUW010000008.1_13","NZ_JAAEUW010000008.1_13","NZ_JAAEUW010000008.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367095.1","GCF_012367095.1"
"170","GCF_012367125.1_ASM1236712v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVA010000017.1_32","NZ_JAAEVA010000017.1_32","NZ_JAAEVA010000017.1_32",1,"Mok_Hok_Sok__Hok","GCF_012367125.1","GCF_012367125.1"
"171","GCF_012367155.1_ASM1236715v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVC010000039.1_13","NZ_JAAEVC010000039.1_13","NZ_JAAEVC010000039.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367155.1","GCF_012367155.1"
"172","GCF_012367165.1_ASM1236716v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVE010000020.1_32","NZ_JAAEVE010000020.1_32","NZ_JAAEVE010000020.1_32",1,"Mok_Hok_Sok__Hok","GCF_012367165.1","GCF_012367165.1"
"173","GCF_012367175.1_ASM1236717v1_genomic_plasmid_proteins_Gabija_1","Gabija","Gabija","Defense","NZ_JAAEVG010000069.1_2","NZ_JAAEVG010000069.1_3","NZ_JAAEVG010000069.1_2,NZ_JAAEVG010000069.1_3",2,"Gabija__GajA,Gabija__GajB_2","GCF_012367175.1","GCF_012367175.1"
"174","GCF_012367175.1_ASM1236717v1_genomic_plasmid_proteins_N6_RM_Type_I_5","RM_Type_I","N6_RM_Type_I","Defense","NZ_JAAEVG010000069.1_6","NZ_JAAEVG010000069.1_9","NZ_JAAEVG010000069.1_6,NZ_JAAEVG010000069.1_7,NZ_JAAEVG010000069.1_8,NZ_JAAEVG010000069.1_9",4,"RM__Type_I_MTases_FAM_1,RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_04","GCF_012367175.1","GCF_012367175.1"
"175","GCF_012367175.1_ASM1236717v1_genomic_plasmid_proteins_Menshen_4","Menshen","Menshen","Defense","NZ_JAAEVG010000069.1_11","NZ_JAAEVG010000069.1_13","NZ_JAAEVG010000069.1_11,NZ_JAAEVG010000069.1_12,NZ_JAAEVG010000069.1_13",3,"Menshen__NsnA,Menshen__NsnB,Menshen__NsnC_2726213746","GCF_012367175.1","GCF_012367175.1"
"176","GCF_012367175.1_ASM1236717v1_genomic_plasmid_proteins_Lamassu_Cap4_3","Lamassu-Fam","Lamassu_Cap4","Defense","NZ_JAAEVG010000092.1_5","NZ_JAAEVG010000092.1_7","NZ_JAAEVG010000092.1_5,NZ_JAAEVG010000092.1_6,NZ_JAAEVG010000092.1_7",3,"Lamassu__LmuA_Cap4_I,Lamassu__LmuB_Short,Lamassu__LmuC_Clade_IV","GCF_012367175.1","GCF_012367175.1"
"177","GCF_012367185.1_ASM1236718v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVF010000053.1_32","NZ_JAAEVF010000053.1_32","NZ_JAAEVF010000053.1_32",1,"Mok_Hok_Sok__Hok","GCF_012367185.1","GCF_012367185.1"
"178","GCF_012367185.1_ASM1236718v1_genomic_plasmid_proteins_Prometheus_3","Prometheus","Prometheus","Defense","NZ_JAAEVF010000059.1_1","NZ_JAAEVF010000059.1_1","NZ_JAAEVF010000059.1_1",1,"Prometheus__ProA","GCF_012367185.1","GCF_012367185.1"
"179","GCF_012367185.1_ASM1236718v1_genomic_plasmid_proteins_Other_Type_IV_2","Other_Type_IV","Other_Type_IV","Defense","NZ_JAAEVF010000059.1_2","NZ_JAAEVF010000059.1_2","NZ_JAAEVF010000059.1_2",1,"RM_Type_IV__Type_IV_03","GCF_012367185.1","GCF_012367185.1"
"180","GCF_012367185.1_ASM1236718v1_genomic_plasmid_proteins_Other_Type_IV_2","Other_Type_IV","Other_Type_IV","Defense","NZ_JAAEVF010000059.1_2","NZ_JAAEVF010000059.1_2","NZ_JAAEVF010000059.1_2",1,"RM_Type_IV__Type_IV_03","GCF_012367185.1","GCF_012367185.1"
"181","GCF_012367185.1_ASM1236718v1_genomic_plasmid_proteins_RM_Type_IV_6","RM","RM_Type_IV","Defense","NZ_JAAEVF010000059.1_2","NZ_JAAEVF010000059.1_2","NZ_JAAEVF010000059.1_2",1,"RM_Type_IV__Type_IV_03","GCF_012367185.1","GCF_012367185.1"
"182","GCF_012367185.1_ASM1236718v1_genomic_plasmid_proteins_RM_Type_IV_6","RM","RM_Type_IV","Defense","NZ_JAAEVF010000059.1_2","NZ_JAAEVF010000059.1_2","NZ_JAAEVF010000059.1_2",1,"RM_Type_IV__Type_IV_03","GCF_012367185.1","GCF_012367185.1"
"183","GCF_012367185.1_ASM1236718v1_genomic_plasmid_proteins_D12_RM_Type_II_PDDEXK_4","RM_Type_II","D12_RM_Type_II_PDDEXK","Defense","NZ_JAAEVF010000009.1_1","NZ_JAAEVF010000009.1_2","NZ_JAAEVF010000009.1_1,NZ_JAAEVF010000009.1_2",2,"RM_Type_II__Type_II_MTases_FAM_4,RM_Type_II__Type_II_REase09","GCF_012367185.1","GCF_012367185.1"
"184","GCF_012367195.1_ASM1236719v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVI010000029.1_32","NZ_JAAEVI010000029.1_32","NZ_JAAEVI010000029.1_32",1,"Mok_Hok_Sok__Hok","GCF_012367195.1","GCF_012367195.1"
"185","GCF_012367255.1_ASM1236725v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVJ010000018.1_67","NZ_JAAEVJ010000018.1_67","NZ_JAAEVJ010000018.1_67",1,"Mok_Hok_Sok__Hok","GCF_012367255.1","GCF_012367255.1"
"186","GCF_012367265.1_ASM1236726v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVL010000032.1_33","NZ_JAAEVL010000032.1_33","NZ_JAAEVL010000032.1_33",1,"Mok_Hok_Sok__Hok","GCF_012367265.1","GCF_012367265.1"
"187","GCF_012367275.1_ASM1236727v1_genomic_plasmid_proteins_PD-T7-5_2","PD-T7-5","PD-T7-5","Defense","NZ_JAAEVO010000029.1_9","NZ_JAAEVO010000029.1_9","NZ_JAAEVO010000029.1_9",1,"PD-T7-5__PD-T7-5","GCF_012367275.1","GCF_012367275.1"
"188","GCF_012367275.1_ASM1236727v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVO010000005.1_13","NZ_JAAEVO010000005.1_13","NZ_JAAEVO010000005.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367275.1","GCF_012367275.1"
"189","GCF_012367305.1_ASM1236730v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVN010000028.1_13","NZ_JAAEVN010000028.1_13","NZ_JAAEVN010000028.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367305.1","GCF_012367305.1"
"190","GCF_012367325.1_ASM1236732v1_genomic_plasmid_proteins_Mok_Hok_Sok_3","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVM010000108.1_4","NZ_JAAEVM010000108.1_4","NZ_JAAEVM010000108.1_4",1,"Mok_Hok_Sok__Hok","GCF_012367325.1","GCF_012367325.1"
"191","GCF_012367325.1_ASM1236732v1_genomic_plasmid_proteins_Prometheus_4","Prometheus","Prometheus","Defense","NZ_JAAEVM010000142.1_2","NZ_JAAEVM010000142.1_2","NZ_JAAEVM010000142.1_2",1,"Prometheus__ProA","GCF_012367325.1","GCF_012367325.1"
"192","GCF_012367325.1_ASM1236732v1_genomic_plasmid_proteins_Menshen_2","Menshen","Menshen","Defense","NZ_JAAEVM010000035.1_1","NZ_JAAEVM010000035.1_3","NZ_JAAEVM010000035.1_1,NZ_JAAEVM010000035.1_2,NZ_JAAEVM010000035.1_3",3,"Menshen__NsnA,Menshen__NsnB,Menshen__NsnC_2726213746","GCF_012367325.1","GCF_012367325.1"
"193","GCF_012367325.1_ASM1236732v1_genomic_plasmid_proteins_RM_Type_I_6","RM","RM_Type_I","Defense","NZ_JAAEVM010000035.1_5","NZ_JAAEVM010000035.1_8","NZ_JAAEVM010000035.1_5,NZ_JAAEVM010000035.1_6,NZ_JAAEVM010000035.1_7,NZ_JAAEVM010000035.1_8",4,"RM__Type_I_MTases_FAM_1,RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_04","GCF_012367325.1","GCF_012367325.1"
"194","GCF_012367325.1_ASM1236732v1_genomic_plasmid_proteins_Gabija_1","Gabija","Gabija","Defense","NZ_JAAEVM010000035.1_11","NZ_JAAEVM010000035.1_12","NZ_JAAEVM010000035.1_11,NZ_JAAEVM010000035.1_12",2,"Gabija__GajA,Gabija__GajB_2","GCF_012367325.1","GCF_012367325.1"
"195","GCF_012367355.1_ASM1236735v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVP010000027.1_13","NZ_JAAEVP010000027.1_13","NZ_JAAEVP010000027.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367355.1","GCF_012367355.1"
"196","GCF_012367355.1_ASM1236735v1_genomic_plasmid_proteins_Other_Type_IV_2","Other_Type_IV","Other_Type_IV","Defense","NZ_JAAEVP010000046.1_6","NZ_JAAEVP010000046.1_6","NZ_JAAEVP010000046.1_6",1,"RM_Type_IV__Type_IV_03","GCF_012367355.1","GCF_012367355.1"
"197","GCF_012367355.1_ASM1236735v1_genomic_plasmid_proteins_Other_Type_IV_2","Other_Type_IV","Other_Type_IV","Defense","NZ_JAAEVP010000046.1_6","NZ_JAAEVP010000046.1_6","NZ_JAAEVP010000046.1_6",1,"RM_Type_IV__Type_IV_03","GCF_012367355.1","GCF_012367355.1"
"198","GCF_012367355.1_ASM1236735v1_genomic_plasmid_proteins_RM_Type_IV_4","RM","RM_Type_IV","Defense","NZ_JAAEVP010000046.1_6","NZ_JAAEVP010000046.1_6","NZ_JAAEVP010000046.1_6",1,"RM_Type_IV__Type_IV_03","GCF_012367355.1","GCF_012367355.1"
"199","GCF_012367355.1_ASM1236735v1_genomic_plasmid_proteins_RM_Type_IV_4","RM","RM_Type_IV","Defense","NZ_JAAEVP010000046.1_6","NZ_JAAEVP010000046.1_6","NZ_JAAEVP010000046.1_6",1,"RM_Type_IV__Type_IV_03","GCF_012367355.1","GCF_012367355.1"
"200","GCF_012367355.1_ASM1236735v1_genomic_plasmid_proteins_Prometheus_3","Prometheus","Prometheus","Defense","NZ_JAAEVP010000046.1_7","NZ_JAAEVP010000046.1_7","NZ_JAAEVP010000046.1_7",1,"Prometheus__ProA","GCF_012367355.1","GCF_012367355.1"
"201","GCF_012367365.1_ASM1236736v1_genomic_plasmid_proteins_D12_RM_Type_II_PDDEXK_3","RM_Type_II","D12_RM_Type_II_PDDEXK","Defense","NZ_JAAEVQ010000014.1_34","NZ_JAAEVQ010000014.1_35","NZ_JAAEVQ010000014.1_34,NZ_JAAEVQ010000014.1_35",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_012367365.1","GCF_012367365.1"
"202","GCF_012367365.1_ASM1236736v1_genomic_plasmid_proteins_Gabija_1","Gabija","Gabija","Defense","NZ_JAAEVQ010000035.1_2","NZ_JAAEVQ010000035.1_3","NZ_JAAEVQ010000035.1_2,NZ_JAAEVQ010000035.1_3",2,"Gabija__GajA,Gabija__GajB_2","GCF_012367365.1","GCF_012367365.1"
"203","GCF_012367365.1_ASM1236736v1_genomic_plasmid_proteins_N6_RM_Type_I_4","RM_Type_I","N6_RM_Type_I","Defense","NZ_JAAEVQ010000035.1_6","NZ_JAAEVQ010000035.1_9","NZ_JAAEVQ010000035.1_6,NZ_JAAEVQ010000035.1_7,NZ_JAAEVQ010000035.1_8,NZ_JAAEVQ010000035.1_9",4,"RM__Type_I_MTases_FAM_1,RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_04","GCF_012367365.1","GCF_012367365.1"
"204","GCF_012367365.1_ASM1236736v1_genomic_plasmid_proteins_Menshen_2","Menshen","Menshen","Defense","NZ_JAAEVQ010000035.1_11","NZ_JAAEVQ010000035.1_13","NZ_JAAEVQ010000035.1_11,NZ_JAAEVQ010000035.1_12,NZ_JAAEVQ010000035.1_13",3,"Menshen__NsnA,Menshen__NsnB,Menshen__NsnC_2726213746","GCF_012367365.1","GCF_012367365.1"
"205","GCF_012367415.1_ASM1236741v1_genomic_plasmid_proteins_DNA_met_RM_Type_II_PDDEXK_3","RM_Type_II","DNA_met_RM_Type_II_PDDEXK","Defense","NZ_JAAEVS010000017.1_60","NZ_JAAEVS010000017.1_61","NZ_JAAEVS010000017.1_60,NZ_JAAEVS010000017.1_61",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_012367415.1","GCF_012367415.1"
"206","GCF_012367415.1_ASM1236741v1_genomic_plasmid_proteins_Divona_2","Divona","Divona","Defense","NZ_JAAEVS010000017.1_69","NZ_JAAEVS010000017.1_69","NZ_JAAEVS010000017.1_69",1,"Divona__VCA0374","GCF_012367415.1","GCF_012367415.1"
"207","GCF_012367415.1_ASM1236741v1_genomic_plasmid_proteins_AbiE_1","AbiE","AbiE","Defense","NZ_JAAEVS010000041.1_47","NZ_JAAEVS010000041.1_48","NZ_JAAEVS010000041.1_47,NZ_JAAEVS010000041.1_48",2,"AbiEii__AbiEi_3,AbiEii__AbiEii","GCF_012367415.1","GCF_012367415.1"
"208","GCF_012367425.2_ASM1236742v1_genomic_plasmid_proteins_DNA_met_RM_Type_II_PDDEXK_2","RM_Type_II","DNA_met_RM_Type_II_PDDEXK","Defense","NZ_JAAEVT010000052.1_5","NZ_JAAEVT010000052.1_6","NZ_JAAEVT010000052.1_5,NZ_JAAEVT010000052.1_6",2,"RM_Type_II__Type_II_MTases_FAM_21,RM_Type_II__Type_II_REase12","GCF_012367425.2_ASM1236742v1","GCF_012367425.2_ASM1236742v1"
"209","GCF_012367425.2_ASM1236742v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVT010000054.1_12","NZ_JAAEVT010000054.1_12","NZ_JAAEVT010000054.1_12",1,"Mok_Hok_Sok__Hok","GCF_012367425.2_ASM1236742v1","GCF_012367425.2_ASM1236742v1"
"210","GCF_012367455.1_ASM1236745v1_genomic_plasmid_proteins_Mok_Hok_Sok_2","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVU010000104.1_4","NZ_JAAEVU010000104.1_4","NZ_JAAEVU010000104.1_4",1,"Mok_Hok_Sok__Hok","GCF_012367455.1","GCF_012367455.1"
"211","GCF_012367455.1_ASM1236745v1_genomic_plasmid_proteins_Retron_IV_3","Retron","Retron_IV","Defense","NZ_JAAEVU010000106.1_1","NZ_JAAEVU010000106.1_2","NZ_JAAEVU010000106.1_1,NZ_JAAEVU010000106.1_2",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_012367455.1","GCF_012367455.1"
"212","GCF_012367455.1_ASM1236745v1_genomic_plasmid_proteins_Gabija_1","Gabija","Gabija","Defense","NZ_JAAEVU010000115.1_1","NZ_JAAEVU010000115.1_2","NZ_JAAEVU010000115.1_1,NZ_JAAEVU010000115.1_2",2,"Gabija__GajA,Gabija__GajB_2","GCF_012367455.1","GCF_012367455.1"
"213","GCF_012367455.1_ASM1236745v1_genomic_plasmid_proteins_D12_RM_Type_II_PDDEXK_4","RM_Type_II","D12_RM_Type_II_PDDEXK","Defense","NZ_JAAEVU010000008.1_79","NZ_JAAEVU010000008.1_80","NZ_JAAEVU010000008.1_79,NZ_JAAEVU010000008.1_80",2,"RM_Type_II__Type_II_MTases_FAM_4,RM_Type_II__Type_II_REase09","GCF_012367455.1","GCF_012367455.1"
"214","GCF_012367475.1_ASM1236747v1_genomic_plasmid_proteins_RM_Type_II_2","RM","RM_Type_II","Defense","NZ_JAAEVV010000018.1_1","NZ_JAAEVV010000018.1_5","NZ_JAAEVV010000018.1_1,NZ_JAAEVV010000018.1_5",2,"RM_Type_II__Type_II_MTases_FAM_21,RM_Type_II__Type_II_REase12","GCF_012367475.1","GCF_012367475.1"
"215","GCF_012367475.1_ASM1236747v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVV010000010.1_71","NZ_JAAEVV010000010.1_71","NZ_JAAEVV010000010.1_71",1,"Mok_Hok_Sok__Hok","GCF_012367475.1","GCF_012367475.1"
"216","GCF_012367485.1_ASM1236748v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVX010000043.1_13","NZ_JAAEVX010000043.1_13","NZ_JAAEVX010000043.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367485.1","GCF_012367485.1"
"217","GCF_012367495.1_ASM1236749v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVZ010000016.1_13","NZ_JAAEVZ010000016.1_13","NZ_JAAEVZ010000016.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367495.1","GCF_012367495.1"
"218","GCF_012367495.1_ASM1236749v1_genomic_plasmid_proteins_Retron_VI_2","Retron","Retron_VI","Defense","NZ_JAAEVZ010000022.1_70","NZ_JAAEVZ010000022.1_71","NZ_JAAEVZ010000022.1_70,NZ_JAAEVZ010000022.1_71",2,"Retron_VI__HTH,Retron__RT_Tot_10","GCF_012367495.1","GCF_012367495.1"
"219","GCF_012367535.1_ASM1236753v1_genomic_plasmid_proteins_D12_RM_Type_II_PDDEXK_1","RM_Type_II","D12_RM_Type_II_PDDEXK","Defense","NZ_JAAEWA010000016.1_104","NZ_JAAEWA010000016.1_105","NZ_JAAEWA010000016.1_104,NZ_JAAEWA010000016.1_105",2,"RM_Type_II__Type_II_MTases_FAM_4,RM_Type_II__Type_II_REase09","GCF_012367535.1","GCF_012367535.1"
"220","GCF_012367545.1_ASM1236754v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWB010000034.1_32","NZ_JAAEWB010000034.1_32","NZ_JAAEWB010000034.1_32",1,"Mok_Hok_Sok__Hok","GCF_012367545.1","GCF_012367545.1"
"221","GCF_012367575.1_ASM1236757v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWC010000007.1_13","NZ_JAAEWC010000007.1_13","NZ_JAAEWC010000007.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367575.1","GCF_012367575.1"
"222","GCF_012367585.1_ASM1236758v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWG010000002.1_34","NZ_JAAEWG010000002.1_34","NZ_JAAEWG010000002.1_34",1,"Mok_Hok_Sok__Hok","GCF_012367585.1","GCF_012367585.1"
"223","GCF_012367585.1_ASM1236758v1_genomic_plasmid_proteins_RM_Type_II_5","RM","RM_Type_II","Defense","NZ_JAAEWG010000038.1_8","NZ_JAAEWG010000038.1_9","NZ_JAAEWG010000038.1_8,NZ_JAAEWG010000038.1_9",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase28","GCF_012367585.1","GCF_012367585.1"
"224","GCF_012367585.1_ASM1236758v1_genomic_plasmid_proteins_Rst_3HP_3","Rst_3HP","Rst_3HP","Defense","NZ_JAAEWG010000008.1_105","NZ_JAAEWG010000008.1_107","NZ_JAAEWG010000008.1_105,NZ_JAAEWG010000008.1_106,NZ_JAAEWG010000008.1_107",3,"Rst_3HP__Hp1,Rst_3HP__Hp2,Rst_3HP__Hp3","GCF_012367585.1","GCF_012367585.1"
"225","GCF_012367585.1_ASM1236758v1_genomic_plasmid_proteins_Retron_IV_2","Retron","Retron_IV","Defense","NZ_JAAEWG010000095.1_1","NZ_JAAEWG010000095.1_2","NZ_JAAEWG010000095.1_1,NZ_JAAEWG010000095.1_2",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_012367585.1","GCF_012367585.1"
"226","GCF_012367595.1_ASM1236759v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWF010000012.1_12","NZ_JAAEWF010000012.1_12","NZ_JAAEWF010000012.1_12",1,"Mok_Hok_Sok__Hok","GCF_012367595.1","GCF_012367595.1"
"227","GCF_012367595.1_ASM1236759v1_genomic_plasmid_proteins_Rst_3HP_3","Rst_3HP","Rst_3HP","Defense","NZ_JAAEWF010000017.1_67","NZ_JAAEWF010000017.1_69","NZ_JAAEWF010000017.1_67,NZ_JAAEWF010000017.1_68,NZ_JAAEWF010000017.1_69",3,"Rst_3HP__Hp1,Rst_3HP__Hp2,Rst_3HP__Hp3","GCF_012367595.1","GCF_012367595.1"
"228","GCF_012367595.1_ASM1236759v1_genomic_plasmid_proteins_RM_Type_II_5","RM","RM_Type_II","Defense","NZ_JAAEWF010000049.1_2","NZ_JAAEWF010000049.1_3","NZ_JAAEWF010000049.1_2,NZ_JAAEWF010000049.1_3",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase28","GCF_012367595.1","GCF_012367595.1"
"229","GCF_012367595.1_ASM1236759v1_genomic_plasmid_proteins_Retron_IV_2","Retron","Retron_IV","Defense","NZ_JAAEWF010000065.1_4","NZ_JAAEWF010000065.1_5","NZ_JAAEWF010000065.1_4,NZ_JAAEWF010000065.1_5",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_012367595.1","GCF_012367595.1"
"230","GCF_012367655.1_ASM1236765v1_genomic_plasmid_proteins_Hailibu_Her_DUF_2","Gao_Her","Hailibu_Her_DUF","Defense","NZ_JAAEWH010000007.1_190","NZ_JAAEWH010000007.1_191","NZ_JAAEWH010000007.1_190,NZ_JAAEWH010000007.1_191",2,"Gao_Her_DUF__DUF4297,Gao_Her_DUF__HerA_DUF","GCF_012367655.1","GCF_012367655.1"
"231","GCF_012367675.1_ASM1236767v1_genomic_plasmid_proteins_PD-T7-5_2","PD-T7-5","PD-T7-5","Defense","NZ_JAAEWK010000014.1_9","NZ_JAAEWK010000014.1_9","NZ_JAAEWK010000014.1_9",1,"PD-T7-5__PD-T7-5","GCF_012367675.1","GCF_012367675.1"
"232","GCF_012367675.1_ASM1236767v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWK010000003.1_32","NZ_JAAEWK010000003.1_32","NZ_JAAEWK010000003.1_32",1,"Mok_Hok_Sok__Hok","GCF_012367675.1","GCF_012367675.1"
"233","GCF_012367685.1_ASM1236768v1_genomic_plasmid_proteins_PD-T7-5_2","PD-T7-5","PD-T7-5","Defense","NZ_JAAEWM010000008.1_19","NZ_JAAEWM010000008.1_19","NZ_JAAEWM010000008.1_19",1,"PD-T7-5__PD-T7-5","GCF_012367685.1","GCF_012367685.1"
"234","GCF_012367685.1_ASM1236768v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWM010000038.1_32","NZ_JAAEWM010000038.1_32","NZ_JAAEWM010000038.1_32",1,"Mok_Hok_Sok__Hok","GCF_012367685.1","GCF_012367685.1"
"235","GCF_012367685.1_ASM1236768v1_genomic_plasmid_proteins_Retron_IV_3","Retron","Retron_IV","Defense","NZ_JAAEWM010000091.1_8","NZ_JAAEWM010000091.1_9","NZ_JAAEWM010000091.1_8,NZ_JAAEWM010000091.1_9",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_012367685.1","GCF_012367685.1"
"236","GCF_012367695.2_ASM1236769v1_genomic_plasmid_proteins_PD-T7-5_2","PD-T7-5","PD-T7-5","Defense","NZ_JAAEWL010000015.1_49","NZ_JAAEWL010000015.1_49","NZ_JAAEWL010000015.1_49",1,"PD-T7-5__PD-T7-5","GCF_012367695.2_ASM1236769v1","GCF_012367695.2_ASM1236769v1"
"237","GCF_012367695.2_ASM1236769v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWL010000024.1_32","NZ_JAAEWL010000024.1_32","NZ_JAAEWL010000024.1_32",1,"Mok_Hok_Sok__Hok","GCF_012367695.2_ASM1236769v1","GCF_012367695.2_ASM1236769v1"
"238","GCF_012367705.1_ASM1236770v1_genomic_plasmid_proteins_PD-T7-5_2","PD-T7-5","PD-T7-5","Defense","NZ_JAAEWN010000013.1_49","NZ_JAAEWN010000013.1_49","NZ_JAAEWN010000013.1_49",1,"PD-T7-5__PD-T7-5","GCF_012367705.1","GCF_012367705.1"
"239","GCF_012367705.1_ASM1236770v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWN010000043.1_32","NZ_JAAEWN010000043.1_32","NZ_JAAEWN010000043.1_32",1,"Mok_Hok_Sok__Hok","GCF_012367705.1","GCF_012367705.1"
"240","GCF_012367755.1_ASM1236775v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWO010000025.1_13","NZ_JAAEWO010000025.1_13","NZ_JAAEWO010000025.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367755.1","GCF_012367755.1"
